Time (EpSec),x (km),y (km),z (km),Angle (deg),Angle (deg)
178.2,19329.72846,-37474.70264,-40.367002,114.485,5.253
178.3,19330.00173,-37474.56169,-40.367589,114.486,5.253
178.4,19330.275,-37474.42073,-40.368176,114.486,5.253
178.5,19330.54827,-37474.27977,-40.368762,114.487,5.254
178.6,19330.82153,-37474.13881,-40.369349,114.487,5.254
178.7,19331.0948,-37473.99784,-40.369935,114.488,5.255
178.8,19331.36806,-37473.85688,-40.370522,114.489,5.255
178.9,19331.64132,-37473.71591,-40.371109,114.489,5.255
179,19331.91458,-37473.57494,-40.371695,114.49,5.256
179.1,19332.18785,-37473.43397,-40.372282,114.491,5.256
179.2,19332.4611,-37473.29299,-40.372868,114.491,5.257
179.3,19332.73436,-37473.15202,-40.373455,114.492,5.257
179.4,19333.00762,-37473.01104,-40.374042,114.493,5.257
179.5,19333.28088,-37472.87006,-40.374628,114.493,5.258
179.6,19333.55413,-37472.72908,-40.375215,114.494,5.258
179.7,19333.82739,-37472.5881,-40.375801,114.494,5.258
179.8,19334.10064,-37472.44711,-40.376388,114.495,5.259
179.9,19334.37389,-37472.30612,-40.376974,114.496,5.259
180,19334.64714,-37472.16513,-40.377561,114.496,5.26
180.1,19334.92039,-37472.02414,-40.378148,114.497,5.26
180.2,19335.19364,-37471.88315,-40.378734,114.498,5.26
180.3,19335.46689,-37471.74215,-40.379321,114.498,5.261
180.4,19335.74014,-37471.60115,-40.379907,114.499,5.261
180.5,19336.01338,-37471.46015,-40.380494,114.5,5.262
180.6,19336.28663,-37471.31915,-40.38108,114.5,5.262
180.7,19336.55987,-37471.17815,-40.381667,114.501,5.262
180.8,19336.83312,-37471.03714,-40.382254,114.501,5.263
180.9,19337.10636,-37470.89613,-40.38284,114.502,5.263
181,19337.3796,-37470.75512,-40.383427,114.503,5.264
181.1,19337.65284,-37470.61411,-40.384013,114.503,5.264
181.2,19337.92608,-37470.4731,-40.3846,114.504,5.264
181.3,19338.19932,-37470.33208,-40.385186,114.505,5.265
181.4,19338.47255,-37470.19107,-40.385773,114.505,5.265
181.5,19338.74579,-37470.05005,-40.386359,114.506,5.265
181.6,19339.01902,-37469.90902,-40.386946,114.506,5.266
181.7,19339.29226,-37469.768,-40.387533,114.507,5.266
181.8,19339.56549,-37469.62698,-40.388119,114.508,5.267
181.9,19339.83872,-37469.48595,-40.388706,114.508,5.267
182,19340.11195,-37469.34492,-40.389292,114.509,5.267
182.1,19340.38518,-37469.20389,-40.389879,114.51,5.268
182.2,19340.65841,-37469.06285,-40.390465,114.51,5.268
182.3,19340.93164,-37468.92182,-40.391052,114.511,5.269
182.4,19341.20487,-37468.78078,-40.391638,114.512,5.269
182.5,19341.47809,-37468.63974,-40.392225,114.512,5.269
182.6,19341.75132,-37468.4987,-40.392811,114.513,5.27
182.7,19342.02454,-37468.35765,-40.393398,114.513,5.27
182.8,19342.29776,-37468.21661,-40.393984,114.514,5.271
182.9,19342.57098,-37468.07556,-40.394571,114.515,5.271
183,19342.8442,-37467.93451,-40.395157,114.515,5.271
183.1,19343.11742,-37467.79346,-40.395744,114.516,5.272
183.2,19343.39064,-37467.65241,-40.39633,114.517,5.272
183.3,19343.66386,-37467.51135,-40.396917,114.517,5.272
183.4,19343.93707,-37467.37029,-40.397503,114.518,5.273
183.5,19344.21029,-37467.22923,-40.39809,114.519,5.273
183.6,19344.4835,-37467.08817,-40.398676,114.519,5.274
183.7,19344.75672,-37466.94711,-40.399263,114.52,5.274
183.8,19345.02993,-37466.80604,-40.399849,114.52,5.274
183.9,19345.30314,-37466.66498,-40.400436,114.521,5.275
184,19345.57635,-37466.52391,-40.401022,114.522,5.275
184.1,19345.84956,-37466.38283,-40.401609,114.522,5.276
184.2,19346.12277,-37466.24176,-40.402195,114.523,5.276
184.3,19346.39597,-37466.10069,-40.402782,114.524,5.276
184.4,19346.66918,-37465.95961,-40.403368,114.524,5.277
184.5,19346.94239,-37465.81853,-40.403955,114.525,5.277
184.6,19347.21559,-37465.67745,-40.404541,114.526,5.278
184.7,19347.48879,-37465.53636,-40.405128,114.526,5.278
184.8,19347.76199,-37465.39528,-40.405714,114.527,5.278
184.9,19348.0352,-37465.25419,-40.406301,114.527,5.279
185,19348.3084,-37465.1131,-40.406887,114.528,5.279
185.1,19348.58159,-37464.97201,-40.407474,114.529,5.279
185.2,19348.85479,-37464.83092,-40.40806,114.529,5.28
185.3,19349.12799,-37464.68982,-40.408647,114.53,5.28
185.4,19349.40118,-37464.54872,-40.409233,114.531,5.281
185.5,19349.67438,-37464.40762,-40.40982,114.531,5.281
185.6,19349.94757,-37464.26652,-40.410406,114.532,5.281
185.7,19350.22077,-37464.12542,-40.410992,114.533,5.282
185.8,19350.49396,-37463.98431,-40.411579,114.533,5.282
185.9,19350.76715,-37463.84321,-40.412165,114.534,5.283
186,19351.04034,-37463.7021,-40.412752,114.534,5.283
186.1,19351.31353,-37463.56099,-40.413338,114.535,5.283
186.2,19351.58671,-37463.41987,-40.413925,114.536,5.284
186.3,19351.8599,-37463.27876,-40.414511,114.536,5.284
186.4,19352.13308,-37463.13764,-40.415098,114.537,5.284
186.5,19352.40627,-37462.99652,-40.415684,114.538,5.285
186.6,19352.67945,-37462.8554,-40.41627,114.538,5.285
186.7,19352.95263,-37462.71428,-40.416857,114.539,5.286
186.8,19353.22582,-37462.57315,-40.417443,114.54,5.286
186.9,19353.499,-37462.43202,-40.41803,114.54,5.286
187,19353.77218,-37462.2909,-40.418616,114.541,5.287
187.1,19354.04535,-37462.14976,-40.419203,114.541,5.287
187.2,19354.31853,-37462.00863,-40.419789,114.542,5.288
187.3,19354.59171,-37461.8675,-40.420375,114.543,5.288
187.4,19354.86488,-37461.72636,-40.420962,114.543,5.288
187.5,19355.13806,-37461.58522,-40.421548,114.544,5.289
187.6,19355.41123,-37461.44408,-40.422135,114.545,5.289
187.7,19355.6844,-37461.30293,-40.422721,114.545,5.29
187.8,19355.95757,-37461.16179,-40.423308,114.546,5.29
187.9,19356.23074,-37461.02064,-40.423894,114.547,5.29
188,19356.50391,-37460.87949,-40.42448,114.547,5.291
188.1,19356.77708,-37460.73834,-40.425067,114.548,5.291
188.2,19357.05025,-37460.59719,-40.425653,114.548,5.291
188.3,19357.32341,-37460.45603,-40.42624,114.549,5.292
188.4,19357.59658,-37460.31488,-40.426826,114.55,5.292
188.5,19357.86974,-37460.17372,-40.427412,114.55,5.293
188.6,19358.1429,-37460.03256,-40.427999,114.551,5.293
188.7,19358.41607,-37459.89139,-40.428585,114.552,5.293
188.8,19358.68923,-37459.75023,-40.429172,114.552,5.294
188.9,19358.96239,-37459.60906,-40.429758,114.553,5.294
189,19359.23554,-37459.46789,-40.430344,114.554,5.294
189.1,19359.5087,-37459.32672,-40.430931,114.554,5.295
189.2,19359.78186,-37459.18555,-40.431517,114.555,5.295
189.3,19360.05501,-37459.04437,-40.432103,114.556,5.296
189.4,19360.32817,-37458.9032,-40.43269,114.556,5.296
189.5,19360.60132,-37458.76202,-40.433276,114.557,5.296
189.6,19360.87447,-37458.62084,-40.433863,114.557,5.297
189.7,19361.14763,-37458.47965,-40.434449,114.558,5.297
189.8,19361.42078,-37458.33847,-40.435035,114.559,5.298
189.9,19361.69393,-37458.19728,-40.435622,114.559,5.298
190,19361.96707,-37458.05609,-40.436208,114.56,5.298
190.1,19362.24022,-37457.9149,-40.436794,114.561,5.299
190.2,19362.51337,-37457.77371,-40.437381,114.561,5.299
190.3,19362.78651,-37457.63251,-40.437967,114.562,5.299
190.4,19363.05966,-37457.49132,-40.438553,114.563,5.3
190.5,19363.3328,-37457.35012,-40.43914,114.563,5.3
190.6,19363.60594,-37457.20892,-40.439726,114.564,5.301
190.7,19363.87908,-37457.06771,-40.440313,114.564,5.301
190.8,19364.15222,-37456.92651,-40.440899,114.565,5.301
190.9,19364.42536,-37456.7853,-40.441485,114.566,5.302
191,19364.6985,-37456.64409,-40.442072,114.566,5.302
191.1,19364.97164,-37456.50288,-40.442658,114.567,5.303
191.2,19365.24477,-37456.36167,-40.443244,114.568,5.303
191.3,19365.51791,-37456.22045,-40.443831,114.568,5.303
191.4,19365.79104,-37456.07924,-40.444417,114.569,5.304
191.5,19366.06418,-37455.93802,-40.445003,114.57,5.304
191.6,19366.33731,-37455.7968,-40.44559,114.57,5.304
191.7,19366.61044,-37455.65557,-40.446176,114.571,5.305
191.8,19366.88357,-37455.51435,-40.446762,114.571,5.305
191.9,19367.1567,-37455.37312,-40.447349,114.572,5.306
192,19367.42982,-37455.23189,-40.447935,114.573,5.306
192.1,19367.70295,-37455.09066,-40.448521,114.573,5.306
192.2,19367.97608,-37454.94943,-40.449108,114.574,5.307
192.3,19368.2492,-37454.80819,-40.449694,114.575,5.307
192.4,19368.52233,-37454.66696,-40.45028,114.575,5.308
192.5,19368.79545,-37454.52572,-40.450866,114.576,5.308
192.6,19369.06857,-37454.38448,-40.451453,114.577,5.308
192.7,19369.34169,-37454.24323,-40.452039,114.577,5.309
192.8,19369.61481,-37454.10199,-40.452625,114.578,5.309
192.9,19369.88793,-37453.96074,-40.453212,114.579,5.309
193,19370.16105,-37453.81949,-40.453798,114.579,5.31
193.1,19370.43416,-37453.67824,-40.454384,114.58,5.31
193.2,19370.70728,-37453.53699,-40.454971,114.58,5.311
193.3,19370.98039,-37453.39574,-40.455557,114.581,5.311
193.4,19371.25351,-37453.25448,-40.456143,114.582,5.311
193.5,19371.52662,-37453.11322,-40.456729,114.582,5.312
193.6,19371.79973,-37452.97196,-40.457316,114.583,5.312
193.7,19372.07284,-37452.8307,-40.457902,114.584,5.312
193.8,19372.34595,-37452.68943,-40.458488,114.584,5.313
193.9,19372.61906,-37452.54817,-40.459075,114.585,5.313
194,19372.89217,-37452.4069,-40.459661,114.586,5.314
194.1,19373.16527,-37452.26563,-40.460247,114.586,5.314
194.2,19373.43838,-37452.12435,-40.460833,114.587,5.314
194.3,19373.71148,-37451.98308,-40.46142,114.587,5.315
194.4,19373.98458,-37451.8418,-40.462006,114.588,5.315
194.5,19374.25769,-37451.70052,-40.462592,114.589,5.316
194.6,19374.53079,-37451.55924,-40.463178,114.589,5.316
194.7,19374.80389,-37451.41796,-40.463765,114.59,5.316
194.8,19375.07699,-37451.27668,-40.464351,114.591,5.317
194.9,19375.35008,-37451.13539,-40.464937,114.591,5.317
195,19375.62318,-37450.9941,-40.465524,114.592,5.317
195.1,19375.89628,-37450.85281,-40.46611,114.593,5.318
195.2,19376.16937,-37450.71152,-40.466696,114.593,5.318
195.3,19376.44246,-37450.57022,-40.467282,114.594,5.319
195.4,19376.71556,-37450.42893,-40.467869,114.595,5.319
195.5,19376.98865,-37450.28763,-40.468455,114.595,5.319
195.6,19377.26174,-37450.14633,-40.469041,114.596,5.32
195.7,19377.53483,-37450.00502,-40.469627,114.596,5.32
195.8,19377.80792,-37449.86372,-40.470213,114.597,5.32
195.9,19378.08101,-37449.72241,-40.4708,114.598,5.321
196,19378.35409,-37449.58111,-40.471386,114.598,5.321
196.1,19378.62718,-37449.43979,-40.471972,114.599,5.322
196.2,19378.90026,-37449.29848,-40.472558,114.6,5.322
196.3,19379.17335,-37449.15717,-40.473145,114.6,5.322
196.4,19379.44643,-37449.01585,-40.473731,114.601,5.323
196.5,19379.71951,-37448.87453,-40.474317,114.602,5.323
196.6,19379.99259,-37448.73321,-40.474903,114.602,5.323
196.7,19380.26567,-37448.59189,-40.47549,114.603,5.324
196.8,19380.53875,-37448.45057,-40.476076,114.604,5.324
196.9,19380.81182,-37448.30924,-40.476662,114.604,5.325
197,19381.0849,-37448.16791,-40.477248,114.605,5.325
197.1,19381.35798,-37448.02658,-40.477834,114.605,5.325
197.2,19381.63105,-37447.88525,-40.478421,114.606,5.326
197.3,19381.90412,-37447.74391,-40.479007,114.607,5.326
197.4,19382.1772,-37447.60258,-40.479593,114.607,5.326
197.5,19382.45027,-37447.46124,-40.480179,114.608,5.327
197.6,19382.72334,-37447.3199,-40.480765,114.609,5.327
197.7,19382.99641,-37447.17856,-40.481352,114.609,5.328
197.8,19383.26947,-37447.03721,-40.481938,114.61,5.328
197.9,19383.54254,-37446.89586,-40.482524,114.611,5.328
198,19383.81561,-37446.75452,-40.48311,114.611,5.329
198.1,19384.08867,-37446.61317,-40.483696,114.612,5.329
198.2,19384.36174,-37446.47181,-40.484283,114.612,5.329
198.3,19384.6348,-37446.33046,-40.484869,114.613,5.33
198.4,19384.90786,-37446.1891,-40.485455,114.614,5.33
198.5,19385.18092,-37446.04775,-40.486041,114.614,5.331
198.6,19385.45398,-37445.90638,-40.486627,114.615,5.331
198.7,19385.72704,-37445.76502,-40.487213,114.616,5.331
198.8,19386.0001,-37445.62366,-40.4878,114.616,5.332
198.9,19386.27315,-37445.48229,-40.488386,114.617,5.332
199,19386.54621,-37445.34092,-40.488972,114.618,5.333
199.1,19386.81926,-37445.19955,-40.489558,114.618,5.333
199.2,19387.09232,-37445.05818,-40.490144,114.619,5.333
199.3,19387.36537,-37444.91681,-40.49073,114.62,5.334
199.4,19387.63842,-37444.77543,-40.491317,114.62,5.334
199.5,19387.91147,-37444.63405,-40.491903,114.621,5.334
199.6,19388.18452,-37444.49267,-40.492489,114.621,5.335
199.7,19388.45757,-37444.35129,-40.493075,114.622,5.335
199.8,19388.73062,-37444.20991,-40.493661,114.623,5.336
199.9,19389.00366,-37444.06852,-40.494247,114.623,5.336
200,19389.27671,-37443.92713,-40.494834,114.624,5.336
200.1,19389.54975,-37443.78574,-40.49542,114.625,5.337
200.2,19389.8228,-37443.64435,-40.496006,114.625,5.337
200.3,19390.09584,-37443.50296,-40.496592,114.626,5.337
200.4,19390.36888,-37443.36156,-40.497178,114.627,5.338
200.5,19390.64192,-37443.22016,-40.497764,114.627,5.338
200.6,19390.91496,-37443.07876,-40.49835,114.628,5.339
200.7,19391.188,-37442.93736,-40.498937,114.629,5.339
200.8,19391.46104,-37442.79595,-40.499523,114.629,5.339
200.9,19391.73407,-37442.65455,-40.500109,114.63,5.34
201,19392.00711,-37442.51314,-40.500695,114.63,5.34
201.1,19392.28014,-37442.37173,-40.501281,114.631,5.34
201.2,19392.55317,-37442.23032,-40.501867,114.632,5.341
201.3,19392.82621,-37442.0889,-40.502453,114.632,5.341
201.4,19393.09924,-37441.94749,-40.503039,114.633,5.342
201.5,19393.37227,-37441.80607,-40.503626,114.634,5.342
201.6,19393.6453,-37441.66465,-40.504212,114.634,5.342
201.7,19393.91832,-37441.52323,-40.504798,114.635,5.343
201.8,19394.19135,-37441.3818,-40.505384,114.636,5.343
201.9,19394.46438,-37441.24038,-40.50597,114.636,5.343
202,19394.7374,-37441.09895,-40.506556,114.637,5.344
202.1,19395.01042,-37440.95752,-40.507142,114.638,5.344
202.2,19395.28345,-37440.81609,-40.507728,114.638,5.345
202.3,19395.55647,-37440.67465,-40.508314,114.639,5.345
202.4,19395.82949,-37440.53322,-40.5089,114.639,5.345
202.5,19396.10251,-37440.39178,-40.509487,114.64,5.346
202.6,19396.37553,-37440.25034,-40.510073,114.641,5.346
202.7,19396.64854,-37440.1089,-40.510659,114.641,5.346
202.8,19396.92156,-37439.96745,-40.511245,114.642,5.347
202.9,19397.19458,-37439.82601,-40.511831,114.643,5.347
203,19397.46759,-37439.68456,-40.512417,114.643,5.348
203.1,19397.7406,-37439.54311,-40.513003,114.644,5.348
203.2,19398.01362,-37439.40166,-40.513589,114.645,5.348
203.3,19398.28663,-37439.26021,-40.514175,114.645,5.349
203.4,19398.55964,-37439.11875,-40.514761,114.646,5.349
203.5,19398.83265,-37438.97729,-40.515347,114.647,5.349
203.6,19399.10566,-37438.83583,-40.515933,114.647,5.35
203.7,19399.37866,-37438.69437,-40.51652,114.648,5.35
203.8,19399.65167,-37438.55291,-40.517106,114.649,5.35
203.9,19399.92467,-37438.41144,-40.517692,114.649,5.351
204,19400.19768,-37438.26997,-40.518278,114.65,5.351
204.1,19400.47068,-37438.1285,-40.518864,114.65,5.352
204.2,19400.74368,-37437.98703,-40.51945,114.651,5.352
204.3,19401.01668,-37437.84556,-40.520036,114.652,5.352
204.4,19401.28968,-37437.70408,-40.520622,114.652,5.353
204.5,19401.56268,-37437.5626,-40.521208,114.653,5.353
204.6,19401.83568,-37437.42112,-40.521794,114.654,5.353
204.7,19402.10868,-37437.27964,-40.52238,114.654,5.354
204.8,19402.38167,-37437.13816,-40.522966,114.655,5.354
204.9,19402.65467,-37436.99667,-40.523552,114.656,5.355
205,19402.92766,-37436.85518,-40.524138,114.656,5.355
205.1,19403.20065,-37436.7137,-40.524724,114.657,5.355
205.2,19403.47365,-37436.5722,-40.52531,114.658,5.356
205.3,19403.74664,-37436.43071,-40.525896,114.658,5.356
205.4,19404.01963,-37436.28921,-40.526482,114.659,5.356
205.5,19404.29262,-37436.14772,-40.527068,114.659,5.357
205.6,19404.5656,-37436.00622,-40.527654,114.66,5.357
205.7,19404.83859,-37435.86472,-40.52824,114.661,5.358
205.8,19405.11158,-37435.72321,-40.528826,114.661,5.358
205.9,19405.38456,-37435.58171,-40.529413,114.662,5.358
206,19405.65754,-37435.4402,-40.529999,114.663,5.359
206.1,19405.93053,-37435.29869,-40.530585,114.663,5.359
206.2,19406.20351,-37435.15718,-40.531171,114.664,5.359
206.3,19406.47649,-37435.01566,-40.531757,114.665,5.36
206.4,19406.74947,-37434.87415,-40.532343,114.665,5.36
206.5,19407.02244,-37434.73263,-40.532929,114.666,5.361
206.6,19407.29542,-37434.59111,-40.533515,114.667,5.361
206.7,19407.5684,-37434.44959,-40.534101,114.667,5.361
206.8,19407.84137,-37434.30807,-40.534687,114.668,5.362
206.9,19408.11435,-37434.16654,-40.535273,114.669,5.362
207,19408.38732,-37434.02501,-40.535859,114.669,5.362
207.1,19408.66029,-37433.88348,-40.536445,114.67,5.363
207.2,19408.93326,-37433.74195,-40.537031,114.67,5.363
207.3,19409.20623,-37433.60042,-40.537617,114.671,5.363
207.4,19409.4792,-37433.45888,-40.538203,114.672,5.364
207.5,19409.75217,-37433.31735,-40.538789,114.672,5.364
207.6,19410.02514,-37433.17581,-40.539375,114.673,5.365
207.7,19410.2981,-37433.03426,-40.539961,114.674,5.365
207.8,19410.57107,-37432.89272,-40.540547,114.674,5.365
207.9,19410.84403,-37432.75118,-40.541132,114.675,5.366
208,19411.117,-37432.60963,-40.541718,114.676,5.366
208.1,19411.38996,-37432.46808,-40.542304,114.676,5.366
208.2,19411.66292,-37432.32653,-40.54289,114.677,5.367
208.3,19411.93588,-37432.18497,-40.543476,114.678,5.367
208.4,19412.20884,-37432.04342,-40.544062,114.678,5.368
208.5,19412.48179,-37431.90186,-40.544648,114.679,5.368
208.6,19412.75475,-37431.7603,-40.545234,114.68,5.368
208.7,19413.02771,-37431.61874,-40.54582,114.68,5.369
208.8,19413.30066,-37431.47718,-40.546406,114.681,5.369
208.9,19413.57361,-37431.33561,-40.546992,114.681,5.369
209,19413.84657,-37431.19404,-40.547578,114.682,5.37
209.1,19414.11952,-37431.05247,-40.548164,114.683,5.37
209.2,19414.39247,-37430.9109,-40.54875,114.683,5.37
209.3,19414.66542,-37430.76933,-40.549336,114.684,5.371
209.4,19414.93837,-37430.62776,-40.549922,114.685,5.371
209.5,19415.21131,-37430.48618,-40.550508,114.685,5.372
209.6,19415.48426,-37430.3446,-40.551094,114.686,5.372
209.7,19415.75721,-37430.20302,-40.55168,114.687,5.372
209.8,19416.03015,-37430.06143,-40.552266,114.687,5.373
209.9,19416.30309,-37429.91985,-40.552852,114.688,5.373
210,19416.57603,-37429.77826,-40.553438,114.689,5.373
210.1,19416.84898,-37429.63667,-40.554023,114.689,5.374
210.2,19417.12192,-37429.49508,-40.554609,114.69,5.374
210.3,19417.39486,-37429.35349,-40.555195,114.691,5.375
210.4,19417.66779,-37429.21189,-40.555781,114.691,5.375
210.5,19417.94073,-37429.0703,-40.556367,114.692,5.375
210.6,19418.21367,-37428.9287,-40.556953,114.692,5.376
210.7,19418.4866,-37428.7871,-40.557539,114.693,5.376
210.8,19418.75954,-37428.64549,-40.558125,114.694,5.376
210.9,19419.03247,-37428.50389,-40.558711,114.694,5.377
211,19419.3054,-37428.36228,-40.559297,114.695,5.377
211.1,19419.57833,-37428.22067,-40.559883,114.696,5.377
211.2,19419.85126,-37428.07906,-40.560469,114.696,5.378
211.3,19420.12419,-37427.93745,-40.561054,114.697,5.378
211.4,19420.39712,-37427.79583,-40.56164,114.698,5.379
211.5,19420.67004,-37427.65421,-40.562226,114.698,5.379
211.6,19420.94297,-37427.5126,-40.562812,114.699,5.379
211.7,19421.21589,-37427.37097,-40.563398,114.7,5.38
211.8,19421.48882,-37427.22935,-40.563984,114.7,5.38
211.9,19421.76174,-37427.08773,-40.56457,114.701,5.38
212,19422.03466,-37426.9461,-40.565156,114.702,5.381
212.1,19422.30758,-37426.80447,-40.565742,114.702,5.381
212.2,19422.5805,-37426.66284,-40.566328,114.703,5.382
212.3,19422.85342,-37426.52121,-40.566913,114.703,5.382
212.4,19423.12634,-37426.37957,-40.567499,114.704,5.382
212.5,19423.39925,-37426.23793,-40.568085,114.705,5.383
212.6,19423.67217,-37426.09629,-40.568671,114.705,5.383
212.7,19423.94508,-37425.95465,-40.569257,114.706,5.383
212.8,19424.218,-37425.81301,-40.569843,114.707,5.384
